Country,Country.Region,ID,animals,Taxon,Current_onfeed,meanBAU2050_onfeed,meanMixed2050_onfeed,meanMarine2050_onfeed
Albania,Europe,Europe_beef,beef,Meat,35020,45755,35020,35020
Australia,Australia,Australia_beef,beef,Meat,1604454,2096284,1604454,1604454
Austria,Europe,Europe_beef,beef,Meat,194568,254210,194568,194568
Belgium,Europe,Europe_beef,beef,Meat,212477,277610,212477,212477
Bermuda,USA,USA_beef,beef,Meat,25,32,25,25
Bosnia and Herzegovina,Europe,Europe_beef,beef,Meat,13953,18230,13953,13953
Bulgaria,Europe,Europe_beef,beef,Meat,16241,21219,16241,16241
Canada,Canada,Canada_beef,beef,Meat,865822,1131231,865822,865822
Croatia,Europe,Europe_beef,beef,Meat,24183,31595,24183,24183
Czechia,Europe,Europe_beef,beef,Meat,55524,72544,55524,55524
Denmark,Europe,Europe_beef,beef,Meat,108800,142152,108800,108800
Estonia,Europe,Europe_beef,beef,Meat,9759,12750,9759,9759
Faroe Islands,Europe,Europe_beef,beef,Meat,66,87,66,66
Finland,Europe,Europe_beef,beef,Meat,69012,90166,69012,69012
France,Europe,Europe_beef,beef,Meat,1190340,1555227,1190340,1190340
Germany,Europe,Europe_beef,beef,Meat,940436,1228717,940436,940436
Greece,Europe,Europe_beef,beef,Meat,65025,84958,65025,65025
Greenland,Europe,Europe_beef,beef,Meat,0,0,0,0
Hungary,Europe,Europe_beef,beef,Meat,19938,26050,19938,19938
Iceland,Europe,Europe_beef,beef,Meat,3470,4533,3470,3470
Ireland,Europe,Europe_beef,beef,Meat,439943,574803,439943,439943
Italy,Europe,Europe_beef,beef,Meat,715804,935226,715804,715804
Latvia,Europe,Europe_beef,beef,Meat,14185,18533,14185,14185
Lithuania,Europe,Europe_beef,beef,Meat,32053,41878,32053,32053
Luxembourg,Europe,Europe_beef,beef,Meat,6851,8951,6851,6851
Malta,Europe,Europe_beef,beef,Meat,964,1259,964,964
Montenegro,Europe,Europe_beef,beef,Meat,3910,5109,3910,3910
Netherlands,Europe,Europe_beef,beef,Meat,317696,415083,317696,317696
New Caledonia,Island nation,Other_beef,beef,Meat,2273,2970,2273,2273
New Zealand,New Zealand,New Zealand_beef,beef,Meat,388987,508227,388987,388987
Norway,Europe,Europe_beef,beef,Meat,71142,92949,71142,71142
Poland,Europe,Europe_beef,beef,Meat,328100,428676,328100,328100
Portugal,Europe,Europe_beef,beef,Meat,78710,102838,78710,78710
Romania,Europe,Europe_beef,beef,Meat,81752,106812,81752,81752
Saint Pierre and Miquelon,Canada,Canada_beef,beef,Meat,0,0,0,0
Serbia,Europe,Europe_beef,beef,Meat,59500,77739,59500,59500
Slovakia,Europe,Europe_beef,beef,Meat,10625,13882,10625,10625
Slovenia,Europe,Europe_beef,beef,Meat,27288,35653,27288,27288
Spain,Europe,Europe_beef,beef,Meat,493714,645057,493714,493714
Sweden,Europe,Europe_beef,beef,Meat,103420,135122,103420,103420
Switzerland,Europe,Europe_beef,beef,Meat,121494,158737,121494,121494
The former Yugoslav Republic of Macedonia,Europe,Europe_beef,beef,Meat,4662,6091,4662,4662
United Kingdom,Europe,Europe_beef,beef,Meat,719950,940643,719950,719950
United States of America,USA,USA_beef,beef,Meat,9592753,12533315,9592753,9592753
Albania,Europe,Europe_goat,goat,Meat,6630,7403,6630,6630
Australia,Australia,Australia_goat,goat,Meat,17825,19904,17825,17825
Austria,Europe,Europe_goat,goat,Meat,604,674,604,604
Belgium,Europe,Europe_goat,goat,Meat,94,105,94,94
Bermuda,USA,USA_goat,goat,Meat,2,2,2,2
Bosnia and Herzegovina,Europe,Europe_goat,goat,Meat,0,0,0,0
Bulgaria,Europe,Europe_goat,goat,Meat,1885,2105,1885,1885
Canada,Canada,Canada_goat,goat,Meat,0,0,0,0
Croatia,Europe,Europe_goat,goat,Meat,260,290,260,260
Czechia,Europe,Europe_goat,goat,Meat,207,232,207,207
Denmark,Europe,Europe_goat,goat,Meat,0,0,0,0
Estonia,Europe,Europe_goat,goat,Meat,13,14,13,13
Faroe Islands,Europe,Europe_goat,goat,Meat,0,0,0,0
Finland,Europe,Europe_goat,goat,Meat,0,0,0,0
France,Europe,Europe_goat,goat,Meat,10480,11702,10480,10480
Germany,Europe,Europe_goat,goat,Meat,410,457,410,410
Greece,Europe,Europe_goat,goat,Meat,31490,35163,31490,31490
Greenland,Europe,Europe_goat,goat,Meat,0,0,0,0
Hungary,Europe,Europe_goat,goat,Meat,139,156,139,139
Iceland,Europe,Europe_goat,goat,Meat,0,0,0,0
Ireland,Europe,Europe_goat,goat,Meat,0,0,0,0
Italy,Europe,Europe_goat,goat,Meat,1115,1245,1115,1115
Latvia,Europe,Europe_goat,goat,Meat,0,0,0,0
Lithuania,Europe,Europe_goat,goat,Meat,167,186,167,167
Luxembourg,Europe,Europe_goat,goat,Meat,3,3,3,3
Malta,Europe,Europe_goat,goat,Meat,27,30,27,27
Montenegro,Europe,Europe_goat,goat,Meat,0,0,0,0
Netherlands,Europe,Europe_goat,goat,Meat,1388,1550,1388,1388
New Caledonia,Island nation,Other_goat,goat,Meat,15,17,15,15
New Zealand,New Zealand,New Zealand_goat,goat,Meat,796,888,796,796
Norway,Europe,Europe_goat,goat,Meat,279,311,279,279
Poland,Europe,Europe_goat,goat,Meat,0,0,0,0
Portugal,Europe,Europe_goat,goat,Meat,673,752,673,673
Romania,Europe,Europe_goat,goat,Meat,7217,8059,7217,7217
Saint Pierre and Miquelon,Canada,Canada_goat,goat,Meat,0,0,0,0
Serbia,Europe,Europe_goat,goat,Meat,3651,4077,3651,3651
Slovakia,Europe,Europe_goat,goat,Meat,221,247,221,221
Slovenia,Europe,Europe_goat,goat,Meat,250,279,250,250
Spain,Europe,Europe_goat,goat,Meat,7599,8485,7599,7599
Sweden,Europe,Europe_goat,goat,Meat,0,0,0,0
Switzerland,Europe,Europe_goat,goat,Meat,431,481,431,431
The former Yugoslav Republic of Macedonia,Europe,Europe_goat,goat,Meat,0,0,0,0
United Kingdom,Europe,Europe_goat,goat,Meat,0,0,0,0
United States of America,USA,USA_goat,goat,Meat,0,0,0,0
Albania,Europe,Europe_sheep,sheep,Meat,13430,15083,13430,13430
Australia,Australia,Australia_sheep,sheep,Meat,457182,513452,457182,457182
Austria,Europe,Europe_sheep,sheep,Meat,6144,6900,6144,6144
Belgium,Europe,Europe_sheep,sheep,Meat,1951,2191,1951,1951
Bermuda,USA,USA_sheep,sheep,Meat,0,0,0,0
Bosnia and Herzegovina,Europe,Europe_sheep,sheep,Meat,1248,1401,1248,1248
Bulgaria,Europe,Europe_sheep,sheep,Meat,9009,10118,9009,9009
Canada,Canada,Canada_sheep,sheep,Meat,13830,15532,13830,13830
Croatia,Europe,Europe_sheep,sheep,Meat,1761,1978,1761,1761
Czechia,Europe,Europe_sheep,sheep,Meat,2632,2955,2632,2632
Denmark,Europe,Europe_sheep,sheep,Meat,1305,1465,1305,1305
Estonia,Europe,Europe_sheep,sheep,Meat,592,664,592,592
Faroe Islands,Europe,Europe_sheep,sheep,Meat,449,504,449,449
Finland,Europe,Europe_sheep,sheep,Meat,833,936,833,833
France,Europe,Europe_sheep,sheep,Meat,94296,105902,94296,94296
Germany,Europe,Europe_sheep,sheep,Meat,29526,33161,29526,29526
Greece,Europe,Europe_sheep,sheep,Meat,65450,73506,65450,65450
Greenland,Europe,Europe_sheep,sheep,Meat,289,325,289,289
Hungary,Europe,Europe_sheep,sheep,Meat,729,819,729,729
Iceland,Europe,Europe_sheep,sheep,Meat,8407,9442,8407,8407
Ireland,Europe,Europe_sheep,sheep,Meat,48850,54862,48850,48850
Italy,Europe,Europe_sheep,sheep,Meat,29031,32604,29031,29031
Latvia,Europe,Europe_sheep,sheep,Meat,574,644,574,574
Lithuania,Europe,Europe_sheep,sheep,Meat,399,448,399,399
Luxembourg,Europe,Europe_sheep,sheep,Meat,43,48,43,43
Malta,Europe,Europe_sheep,sheep,Meat,89,100,89,89
Montenegro,Europe,Europe_sheep,sheep,Meat,879,987,879,879
Netherlands,Europe,Europe_sheep,sheep,Meat,10298,11565,10298,10298
New Caledonia,Island nation,Other_sheep,sheep,Meat,9,10,9,9
New Zealand,New Zealand,New Zealand_sheep,sheep,Meat,310552,348774,310552,310552
Norway,Europe,Europe_sheep,sheep,Meat,19910,22361,19910,19910
Poland,Europe,Europe_sheep,sheep,Meat,765,859,765,765
Portugal,Europe,Europe_sheep,sheep,Meat,8456,9497,8456,8456
Romania,Europe,Europe_sheep,sheep,Meat,57892,65017,57892,57892
Saint Pierre and Miquelon,Canada,Canada_sheep,sheep,Meat,0,0,0,0
Serbia,Europe,Europe_sheep,sheep,Meat,25389,28513,25389,25389
Slovakia,Europe,Europe_sheep,sheep,Meat,860,966,860,860
Slovenia,Europe,Europe_sheep,sheep,Meat,1114,1251,1114,1114
Spain,Europe,Europe_sheep,sheep,Meat,100522,112894,100522,100522
Sweden,Europe,Europe_sheep,sheep,Meat,4157,4668,4157,4157
Switzerland,Europe,Europe_sheep,sheep,Meat,4074,4575,4074,4074
The former Yugoslav Republic of Macedonia,Europe,Europe_sheep,sheep,Meat,4016,4511,4016,4016
United Kingdom,Europe,Europe_sheep,sheep,Meat,245650,275885,245650,245650
United States of America,USA,USA_sheep,sheep,Meat,59921,67296,59921,59921
Albania,Europe,Europe_chicken,chicken,Meat,20952,27179,20952,20952
Australia,Australia,Australia_chicken,chicken,Meat,1059532,1374446,1059532,1059532
Austria,Europe,Europe_chicken,chicken,Meat,109500,142046,109500,109500
Belgium,Europe,Europe_chicken,chicken,Meat,379933,492857,379933,379933
Bermuda,USA,USA_chicken,chicken,Meat,120,156,120,120
Bosnia and Herzegovina,Europe,Europe_chicken,chicken,Meat,41549,53898,41549,41549
Bulgaria,Europe,Europe_chicken,chicken,Meat,76768,99585,76768,76768
Canada,Canada,Canada_chicken,chicken,Meat,1076753,1396786,1076753,1076753
Croatia,Europe,Europe_chicken,chicken,Meat,24800,32171,24800,24800
Czechia,Europe,Europe_chicken,chicken,Meat,146308,189794,146308,146308
Denmark,Europe,Europe_chicken,chicken,Meat,168268,218281,168268,168268
Estonia,Europe,Europe_chicken,chicken,Meat,18118,23503,18118,18118
Faroe Islands,Europe,Europe_chicken,chicken,Meat,0,0,0,0
Finland,Europe,Europe_chicken,chicken,Meat,103730,134561,103730,103730
France,Europe,Europe_chicken,chicken,Meat,1120318,1453299,1120318,1120318
Germany,Europe,Europe_chicken,chicken,Meat,950939,1233577,950939,950939
Greece,Europe,Europe_chicken,chicken,Meat,126300,163839,126300,126300
Greenland,Europe,Europe_chicken,chicken,Meat,0,0,0,0
Hungary,Europe,Europe_chicken,chicken,Meat,244240,316833,244240,244240
Iceland,Europe,Europe_chicken,chicken,Meat,7879,10221,7879,7879
Ireland,Europe,Europe_chicken,chicken,Meat,89000,115453,89000,89000
Italy,Europe,Europe_chicken,chicken,Meat,904914,1173873,904914,904914
Latvia,Europe,Europe_chicken,chicken,Meat,26830,34804,26830,26830
Lithuania,Europe,Europe_chicken,chicken,Meat,87489,113492,87489,87489
Luxembourg,Europe,Europe_chicken,chicken,Meat,244,317,244,244
Malta,Europe,Europe_chicken,chicken,Meat,4115,5338,4115,4115
Montenegro,Europe,Europe_chicken,chicken,Meat,3350,4346,3350,3350
Netherlands,Europe,Europe_chicken,chicken,Meat,920794,1194472,920794,920794
New Caledonia,Island nation,Other_chicken,chicken,Meat,832,1079,832,832
New Zealand,New Zealand,New Zealand_chicken,chicken,Meat,169078,219331,169078,169078
Norway,Europe,Europe_chicken,chicken,Meat,104030,134950,104030,104030
Poland,Europe,Europe_chicken,chicken,Meat,1517300,1968272,1517300,1517300
Portugal,Europe,Europe_chicken,chicken,Meat,298253,386900,298253,298253
Romania,Europe,Europe_chicken,chicken,Meat,322893,418863,322893,322893
Saint Pierre and Miquelon,Canada,Canada_chicken,chicken,Meat,4,5,4,4
Serbia,Europe,Europe_chicken,chicken,Meat,95250,123560,95250,95250
Slovakia,Europe,Europe_chicken,chicken,Meat,65000,84319,65000,65000
Slovenia,Europe,Europe_chicken,chicken,Meat,52611,68248,52611,52611
Spain,Europe,Europe_chicken,chicken,Meat,1171695,1519946,1171695,1171695
Sweden,Europe,Europe_chicken,chicken,Meat,117400,152294,117400,117400
Switzerland,Europe,Europe_chicken,chicken,Meat,78298,101570,78298,78298
The former Yugoslav Republic of Macedonia,Europe,Europe_chicken,chicken,Meat,1801,2336,1801,1801
United Kingdom,Europe,Europe_chicken,chicken,Meat,1443000,1871888,1443000,1443000
United States of America,USA,USA_chicken,chicken,Meat,17396881,22567582,17396881,17396881
Albania,Europe,Europe_pig,pig,Meat,13000,18171,13000,13000
Australia,Australia,Australia_pig,pig,Meat,360866,504404,360866,360866
Austria,Europe,Europe_pig,pig,Meat,529284,739812,529284,529284
Belgium,Europe,Europe_pig,pig,Meat,1130572,1580268,1130572,1130572
Bermuda,USA,USA_pig,pig,Meat,72,101,72,72
Bosnia and Herzegovina,Europe,Europe_pig,pig,Meat,13013,18189,13013,13013
Bulgaria,Europe,Europe_pig,pig,Meat,72905,101904,72905,72905
Canada,Canada,Canada_pig,pig,Meat,1977119,2763538,1977119,1977119
Croatia,Europe,Europe_pig,pig,Meat,106500,148861,106500,106500
Czechia,Europe,Europe_pig,pig,Meat,242833,339422,242833,242833
Denmark,Europe,Europe_pig,pig,Meat,1589400,2221600,1589400,1589400
Estonia,Europe,Europe_pig,pig,Meat,49488,69172,49488,49488
Faroe Islands,Europe,Europe_pig,pig,Meat,0,0,0,0
Finland,Europe,Europe_pig,pig,Meat,194600,272004,194600,194600
France,Europe,Europe_pig,pig,Meat,2120947,2964575,2120947,2120947
Germany,Europe,Europe_pig,pig,Meat,5494164,7679523,5494164,5494164
Greece,Europe,Europe_pig,pig,Meat,99750,139427,99750,99750
Greenland,Europe,Europe_pig,pig,Meat,0,0,0,0
Hungary,Europe,Europe_pig,pig,Meat,368153,514590,368153,368153
Iceland,Europe,Europe_pig,pig,Meat,6404,8951,6404,6404
Ireland,Europe,Europe_pig,pig,Meat,239310,334498,239310,239310
Italy,Europe,Europe_pig,pig,Meat,1625480,2272031,1625480,1625480
Latvia,Europe,Europe_pig,pig,Meat,35924,50213,35924,35924
Lithuania,Europe,Europe_pig,pig,Meat,86965,121556,86965,86965
Luxembourg,Europe,Europe_pig,pig,Meat,11121,15544,11121,11121
Malta,Europe,Europe_pig,pig,Meat,5920,8275,5920,5920
Montenegro,Europe,Europe_pig,pig,Meat,4000,5591,4000,4000
Netherlands,Europe,Europe_pig,pig,Meat,1282330,1792390,1282330,1282330
New Caledonia,Island nation,Other_pig,pig,Meat,2670,3732,2670,2670
New Zealand,New Zealand,New Zealand_pig,pig,Meat,39455,55149,39455,39455
Norway,Europe,Europe_pig,pig,Meat,127516,178237,127516,127516
Poland,Europe,Europe_pig,pig,Meat,1744900,2438951,1744900,1744900
Portugal,Europe,Europe_pig,pig,Meat,345673,483168,345673,345673
Romania,Europe,Europe_pig,pig,Meat,396070,553611,396070,396070
Saint Pierre and Miquelon,Canada,Canada_pig,pig,Meat,2,3,2,2
Serbia,Europe,Europe_pig,pig,Meat,249487,348723,249487,249487
Slovakia,Europe,Europe_pig,pig,Meat,64866,90667,64866,64866
Slovenia,Europe,Europe_pig,pig,Meat,29569,41330,29569,29569
Spain,Europe,Europe_pig,pig,Meat,3431214,4796014,3431214,3431214
Sweden,Europe,Europe_pig,pig,Meat,234100,327216,234100,234100
Switzerland,Europe,Europe_pig,pig,Meat,235460,329117,235460,235460
The former Yugoslav Republic of Macedonia,Europe,Europe_pig,pig,Meat,8845,12363,8845,8845
United Kingdom,Europe,Europe_pig,pig,Meat,833000,1164334,833000,833000
United States of America,USA,USA_pig,pig,Meat,10509740,14690094,10509740,10509740
Albania,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,67842,80740,80221,80712
Australia,Australia,Australia_dairy cow,dairy cow,Dairy & eggs,269546,320792,318733,320684
Austria,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,102971,122548,121761,122507
Belgium,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,90238,107394,106705,107358
Bermuda,USA,USA_dairy cow,dairy cow,Dairy & eggs,76,90,89,90
Bosnia and Herzegovina,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,49194,58547,58171,58527
Bulgaria,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,56606,67368,66935,67345
Canada,Canada,Canada_dairy cow,dairy cow,Dairy & eggs,181650,216185,214797,216112
Croatia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,32542,38729,38481,38716
Czech Republic,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,73073,86966,86407,86936
Denmark,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,114161,135866,134993,135820
Estonia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,19153,22794,22648,22787
Finland,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,55502,66053,65629,66031
France,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,724801,862600,857063,862310
Germany,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,836617,995675,989283,995340
Greece,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,41521,49415,49098,49398
Hungary,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,50186,59727,59344,59707
Iceland,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,4474,5324,5290,5322
Ireland,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,228032,271386,269644,271295
Italy,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,393842,468719,465710,468562
Latvia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,32346,38496,38249,38483
Liechtenstein,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,463,551,548,551
Lithuania,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,61889,73656,73183,73631
Luxembourg,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,8304,9883,9820,9880
Malta,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,1261,1500,1491,1500
Montenegro,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,11958,14232,14140,14227
Netherlands,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,313074,372596,370204,372470
New Caledonia,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,84,100,100,100
New Zealand,New Zealand,New Zealand_dairy cow,dairy cow,Dairy & eggs,761353,906101,900285,905797
Norway,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,44707,53207,52866,53189
Poland,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,462769,550750,547215,550565
Portugal,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,48304,57488,57118,57468
Romania,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,227934,271269,269528,271178
Serbia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,87614,104272,103602,104237
Slovakia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,29365,34947,34723,34936
Slovenia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,21765,25902,25736,25894
Spain,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,167966,199900,198616,199833
Sweden,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,67441,80263,79748,80236
Switzerland,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,115629,137612,136729,137566
The former Yugoslav Republic of Macedonia,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,24802,29518,29328,29508
United Kingdom,Europe,Europe_dairy cow,dairy cow,Dairy & eggs,352282,419258,416566,419117
United States of America,USA,USA_dairy cow,dairy cow,Dairy & eggs,1743287,2074721,2061402,2074024
Albania,Europe,Europe_hen,hen,Dairy & eggs,62972,74628,74591,74149
Australia,Australia,Australia_hen,hen,Dairy & eggs,199766,236743,236627,235224
Austria,Europe,Europe_hen,hen,Dairy & eggs,88007,104298,104247,103629
Belgium,Europe,Europe_hen,hen,Dairy & eggs,123743,146648,146576,145708
Bermuda,USA,USA_hen,hen,Dairy & eggs,410,486,486,483
Bosnia and Herzegovina,Europe,Europe_hen,hen,Dairy & eggs,51629,61186,61156,60793
Bulgaria,Europe,Europe_hen,hen,Dairy & eggs,73248,86807,86764,86250
Canada,Canada,Canada_hen,hen,Dairy & eggs,372897,441920,441704,439086
Croatia,Europe,Europe_hen,hen,Dairy & eggs,54663,64781,64749,64366
Czech Republic,Europe,Europe_hen,hen,Dairy & eggs,119603,141741,141672,140832
Denmark,Europe,Europe_hen,hen,Dairy & eggs,63491,75243,75206,74761
Estonia,Europe,Europe_hen,hen,Dairy & eggs,8719,10333,10327,10266
Finland,Europe,Europe_hen,hen,Dairy & eggs,46901,55582,55555,55226
France,Europe,Europe_hen,hen,Dairy & eggs,802097,950565,950100,944469
Germany,Europe,Europe_hen,hen,Dairy & eggs,594050,704009,703664,699494
Greece,Europe,Europe_hen,hen,Dairy & eggs,155790,184626,184536,183442
Hungary,Europe,Europe_hen,hen,Dairy & eggs,165000,195542,195446,194288
Iceland,Europe,Europe_hen,hen,Dairy & eggs,2733,3239,3237,3218
Ireland,Europe,Europe_hen,hen,Dairy & eggs,54663,64781,64749,64366
Italy,Europe,Europe_hen,hen,Dairy & eggs,970268,1149864,1149302,1142490
Latvia,Europe,Europe_hen,hen,Dairy & eggs,31486,37314,37296,37075
Lithuania,Europe,Europe_hen,hen,Dairy & eggs,46300,54870,54843,54518
Luxembourg,Europe,Europe_hen,hen,Dairy & eggs,1326,1571,1570,1561
Malta,Europe,Europe_hen,hen,Dairy & eggs,3826,4535,4532,4506
Montenegro,Europe,Europe_hen,hen,Dairy & eggs,7516,8907,8903,8850
Netherlands,Europe,Europe_hen,hen,Dairy & eggs,612444,725807,725452,721153
New Caledonia,Island nation,Other_hen,hen,Dairy & eggs,2351,2786,2784,2768
New Zealand,New Zealand,New Zealand_hen,hen,Dairy & eggs,45097,53444,53418,53102
Norway,Europe,Europe_hen,hen,Dairy & eggs,57246,67842,67809,67407
Poland,Europe,Europe_hen,hen,Dairy & eggs,681825,808031,807635,802849
Portugal,Europe,Europe_hen,hen,Dairy & eggs,85411,101220,101171,100571
Romania,Europe,Europe_hen,hen,Dairy & eggs,613182,726682,726326,722022
Saint Pierre and Miquelon,Canada,Canada_hen,hen,Dairy & eggs,82,97,97,97
Serbia,Europe,Europe_hen,hen,Dairy & eggs,132517,157046,156969,156038
Slovakia,Europe,Europe_hen,hen,Dairy & eggs,86094,102030,101980,101376
Slovenia,Europe,Europe_hen,hen,Dairy & eggs,15647,18544,18535,18425
Spain,Europe,Europe_hen,hen,Dairy & eggs,610422,723411,723056,718771
Sweden,Europe,Europe_hen,hen,Dairy & eggs,94977,112557,112502,111835
Switzerland,Europe,Europe_hen,hen,Dairy & eggs,34178,40504,40485,40245
The former Yugoslav Republic of Macedonia,Europe,Europe_hen,hen,Dairy & eggs,16959,20098,20089,19969
United Kingdom,Europe,Europe_hen,hen,Dairy & eggs,629499,746019,745654,741235
United States of America,USA,USA_hen,hen,Dairy & eggs,4819033,5711036,5708241,5674412
Albania,Europe,Europe_marine fish,marine fish,Seafood,594,1192,2579,7423
Australia,Australia,Australia_marine fish,marine fish,Seafood,53310,106901,231420,665951
Bosnia and Herzegovina,Europe,Europe_marine fish,marine fish,Seafood,180,361,781,2249
Canada,Canada,Canada_marine fish,marine fish,Seafood,92577,185641,401877,1156472
Croatia,Europe,Europe_marine fish,marine fish,Seafood,8595,17236,37312,107371
Denmark,Europe,Europe_marine fish,marine fish,Seafood,15835,31753,68739,197810
Faroe Islands,Europe,Europe_marine fish,marine fish,Seafood,86454,173363,375297,1079983
France,Europe,Europe_marine fish,marine fish,Seafood,5990,12012,26003,74827
Greece,Europe,Europe_marine fish,marine fish,Seafood,85889,172230,372844,1072925
Iceland,Europe,Europe_marine fish,marine fish,Seafood,7686,15412,33365,96014
Ireland,Europe,Europe_marine fish,marine fish,Seafood,9368,18784,40665,117020
Italy,Europe,Europe_marine fish,marine fish,Seafood,13492,27054,58567,168538
Malta,Europe,Europe_marine fish,marine fish,Seafood,4917,9860,21345,61423
Montenegro,Europe,Europe_marine fish,marine fish,Seafood,83,166,360,1037
Netherlands,Europe,Europe_marine fish,marine fish,Seafood,120,241,521,1499
New Caledonia,Island nation,Other_marine fish,marine fish,Seafood,0,0,0,0
New Zealand,New Zealand,New Zealand_marine fish,marine fish,Seafood,9756,19563,42351,121872
Norway,Europe,Europe_marine fish,marine fish,Seafood,1330406,2667810,5775292,16619429
Portugal,Europe,Europe_marine fish,marine fish,Seafood,5736,11503,24901,71657
Romania,Europe,Europe_marine fish,marine fish,Seafood,16,33,70,203
Slovenia,Europe,Europe_marine fish,marine fish,Seafood,66,132,287,824
Spain,Europe,Europe_marine fish,marine fish,Seafood,44002,88236,191014,549676
Sweden,Europe,Europe_marine fish,marine fish,Seafood,2493,4999,10822,31143
United Kingdom,Europe,Europe_marine fish,marine fish,Seafood,181620,364195,788412,2268797
United States of America,USA,USA_marine fish,marine fish,Seafood,21219,42550,92112,265068
Serbia and Montenegro,Europe,Europe_marine fish,marine fish,Seafood,0,0,0,0
Germany,Europe,Europe_marine fish,marine fish,Seafood,20,40,87,250
Finland,Europe,Europe_marine fish,marine fish,Seafood,11503,23067,49935,143695
Australia,Australia,Australia_marine crustacean,marine crustacean,Seafood,3774,7554,16383,47145
France,Europe,Europe_marine crustacean,marine crustacean,Seafood,40,80,174,500
Greece,Europe,Europe_marine crustacean,marine crustacean,Seafood,0,0,0,1
Italy,Europe,Europe_marine crustacean,marine crustacean,Seafood,8,15,34,97
New Caledonia,Island nation,Other_marine crustacean,marine crustacean,Seafood,1636,3275,7102,20437
Portugal,Europe,Europe_marine crustacean,marine crustacean,Seafood,5,10,22,62
Spain,Europe,Europe_marine crustacean,marine crustacean,Seafood,159,317,688,1981
Turks and Caicos Islands,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,0,0,0,0
United States of America,USA,USA_marine crustacean,marine crustacean,Seafood,2209,4422,9589,27595
Northern Mariana Is.,USA,USA_marine crustacean,marine crustacean,Seafood,23,46,100,287
Albania,Europe,Europe_fw fish,fw fish,Seafood,330,662,1433,657
Australia,Australia,Australia_fw fish,fw fish,Seafood,846,1696,3671,1684
Austria,Europe,Europe_fw fish,fw fish,Seafood,3379,6776,14670,6732
Belgium,Europe,Europe_fw fish,fw fish,Seafood,214,429,929,426
Bosnia and Herzegovina,Europe,Europe_fw fish,fw fish,Seafood,3177,6371,13791,6329
Bulgaria,Europe,Europe_fw fish,fw fish,Seafood,6983,14003,30314,13911
Canada,Canada,Canada_fw fish,fw fish,Seafood,8682,17410,37689,17295
Croatia,Europe,Europe_fw fish,fw fish,Seafood,3095,6206,13435,6165
Czechia,Europe,Europe_fw fish,fw fish,Seafood,19693,39490,85487,39229
Denmark,Europe,Europe_fw fish,fw fish,Seafood,21654,43423,94001,43136
Estonia,Europe,Europe_fw fish,fw fish,Seafood,873,1751,3791,1740
Finland,Europe,Europe_fw fish,fw fish,Seafood,1962,3934,8517,3908
France,Europe,Europe_fw fish,fw fish,Seafood,43500,87229,188834,86654
Germany,Europe,Europe_fw fish,fw fish,Seafood,20652,41413,89650,41140
Greece,Europe,Europe_fw fish,fw fish,Seafood,1947,3904,8451,3878
Hungary,Europe,Europe_fw fish,fw fish,Seafood,13830,27733,60036,27550
Iceland,Europe,Europe_fw fish,fw fish,Seafood,604,1210,2620,1202
Ireland,Europe,Europe_fw fish,fw fish,Seafood,886,1777,3846,1765
Italy,Europe,Europe_fw fish,fw fish,Seafood,34850,69883,151282,69422
Latvia,Europe,Europe_fw fish,fw fish,Seafood,686,1376,2979,1367
Lithuania,Europe,Europe_fw fish,fw fish,Seafood,3739,7497,16229,7448
