Country,Country.Region,ID,animals,Taxon,Current_onfeed,meanBAU2050_onfeed,meanMixed2050_onfeed,meanMarine2050_onfeed
Thailand,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,19163,42259,83187,239384
Saint Kitts and Nevis,Central America,Central America_marine fish,marine fish,Seafood,1,2,4,12
Malaysia,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,64274,141741,279014,802912
Jordan,Western Asia,Western Asia_marine fish,marine fish,Seafood,205,452,890,2561
United Republic of Tanzania,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,210,463,912,2623
Suriname,South America,South America_marine fish,marine fish,Seafood,2,4,7,21
Iran (Islamic Republic of),Middle East,Middle East_marine fish,marine fish,Seafood,123,271,534,1537
Algeria,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,1035,2282,4492,12927
Timor-Leste,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,5,11,22,62
Occupied Palestinian Territory,Middle East,Middle East_marine fish,marine fish,Seafood,150,331,651,1874
Micronesia (Federated States of),Island nation,Other_marine fish,marine fish,Seafood,0,0,0,0
Nauru,Island nation,Other_marine fish,marine fish,Seafood,0,1,1,4
Samoa,Island nation,Other_marine fish,marine fish,Seafood,3,6,12,35
Senegal,Western Africa,Western Africa_marine fish,marine fish,Seafood,264,582,1146,3298
Zanzibar,Island nation,Other_marine fish,marine fish,Seafood,11,23,46,132
Nigeria,Western Africa,Western Africa_marine fish,marine fish,Seafood,0,0,0,0
Aruba,Caribbean,Caribbean_marine fish,marine fish,Seafood,0,0,0,0
Kiribati,Island nation,Other_marine fish,marine fish,Seafood,2,4,9,25
Papua New Guinea,Island nation,Other_marine fish,marine fish,Seafood,1,2,4,12
El Salvador,Central America,Central America_marine fish,marine fish,Seafood,1,2,4,12
Egypt,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,901423,1987872,3913077,11260576
Vanuatu,Island nation,Other_marine fish,marine fish,Seafood,2,4,9,25
Cote d'Ivoire,Western Africa,Western Africa_marine fish,marine fish,Seafood,820,1808,3560,10243
Bahamas,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,8,18,36,104
Brazil,South America,South America_marine crustacean,marine crustacean,Seafood,65028,143167,282287,812330
Cambodia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,170,374,738,2124
"China, mainland",China,China_marine crustacean,marine crustacean,Seafood,118836,261632,515867,1484499
Colombia,South America,South America_marine crustacean,marine crustacean,Seafood,2862,6301,12424,35752
Costa Rica,Central America,Central America_marine crustacean,marine crustacean,Seafood,2973,6545,12906,37139
Cuba,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,4121,9073,17889,51480
Cyprus,Western Asia,Western Asia_marine crustacean,marine crustacean,Seafood,23,52,102,293
Dominican Republic,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,450,991,1953,5621
Ecuador,South America,South America_marine crustacean,marine crustacean,Seafood,340000,748551,1475940,4247280
French Polynesia,Island nation,Other_marine crustacean,marine crustacean,Seafood,89,196,386,1112
Indonesia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,598609,1317909,2598561,7477822
Japan,Eastern Asia,Eastern Asia_marine crustacean,marine crustacean,Seafood,1582,3483,6867,19762
Republic of Korea,Eastern Asia,Eastern Asia_marine crustacean,marine crustacean,Seafood,4501,9909,19539,56226
Madagascar,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,4696,10339,20385,58662
Mauritius,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,1,2,4,12
Mexico,Central America,Central America_marine crustacean,marine crustacean,Seafood,86973,191481,377549,1086465
Mozambique,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
Myanmar,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,42000,92468,182322,524664
Nicaragua,Central America,Central America_marine crustacean,marine crustacean,Seafood,30528,67211,132522,381356
Oman,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,277,610,1202,3460
Pakistan,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,115,253,499,1437
Panama,Central America,Central America_marine crustacean,marine crustacean,Seafood,8611,18958,37380,107569
Peru,South America,South America_marine crustacean,marine crustacean,Seafood,21484,47299,93261,268374
Philippines,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,74617,164278,323912,932116
Saudi Arabia,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,12980,28577,56346,162146
Seychelles,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
Singapore,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,265,584,1152,3314
"China, Taiwan Province of",China,China_marine crustacean,marine crustacean,Seafood,7406,16306,32152,92522
Tunisia,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
Turkey,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,0,0,0,0
United Arab Emirates,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,350,771,1519,4372
Viet Nam,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,651861,1435150,2829729,8143048
Sri Lanka,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,5152,11342,22363,64354
Belize,Central America,Central America_marine crustacean,marine crustacean,Seafood,7164,15771,31097,89487
Eritrea,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
"China, mainland",China,China_marine crustacean,marine crustacean,Seafood,1314927,2894970,5708098,16426068
Brunei Darussalam,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,591,1302,2567,7386
Guam,Island nation,Other_marine crustacean,marine crustacean,Seafood,10,22,43,125
Guatemala,Central America,Central America_marine crustacean,marine crustacean,Seafood,11212,24685,48671,140060
Guyana,South America,South America_marine crustacean,marine crustacean,Seafood,140,309,609,1752
India,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,377059,830141,1636813,4710221
Fiji,Island nation,Other_marine crustacean,marine crustacean,Seafood,9,20,39,112
Bangladesh,Middle East,Southern Asia_marine crustacean,marine crustacean,Seafood,80693,177655,350288,1008017
Ghana,Western Africa,Western Africa_marine crustacean,marine crustacean,Seafood,10,22,43,125
Thailand,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,280007,616469,1215510,3497847
Saint Kitts and Nevis,Central America,Central America_marine crustacean,marine crustacean,Seafood,0,0,0,0
Malaysia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,61433,135251,266679,767416
United Republic of Tanzania,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,391,861,1698,4887
Venezuela (Bolivarian Republic of),South America,South America_marine crustacean,marine crustacean,Seafood,22500,49536,97673,281070
Suriname,South America,South America_marine crustacean,marine crustacean,Seafood,74,164,323,929
Iran (Islamic Republic of),Middle East,Middle East_marine crustacean,marine crustacean,Seafood,22475,49481,97564,280758
Algeria,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
Timor-Leste,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,1,2,4,12
Lebanon,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,10,22,43,125
Uruguay,South America,South America_marine crustacean,marine crustacean,Seafood,0,0,0,0
Senegal,Western Africa,Western Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0
Yemen,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,0,0,0,0
Papua New Guinea,Island nation,Other_marine crustacean,marine crustacean,Seafood,14,31,61,175
El Salvador,Central America,Central America_marine crustacean,marine crustacean,Seafood,812,1788,3525,10144
Egypt,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,7235,15929,31407,90380
Vanuatu,Island nation,Other_marine crustacean,marine crustacean,Seafood,13,28,55,157
Honduras,Central America,Central America_marine crustacean,marine crustacean,Seafood,32000,70452,138912,399744
Afghanistan,Middle East,Middle East_fw fish,fw fish,Seafood,1100,2426,4775,2411
Algeria,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,1345,2966,5839,2948
American Samoa,Island nation,Other_fw fish,fw fish,Seafood,20,44,87,44
Angola,Central Africa,Central Africa_fw fish,fw fish,Seafood,305,673,1324,669
Argentina,South America,South America_fw fish,fw fish,Seafood,3977,8770,17264,8718
Armenia,East Europe and CIS,Other_fw fish,fw fish,Seafood,13352,29445,57961,29268
Azerbaijan,Middle East,Middle East_fw fish,fw fish,Seafood,270,595,1172,592
Bangladesh,Middle East,Southern Asia_fw fish,fw fish,Seafood,1532067,3378606,6650703,3358352
Barbados,Caribbean,Caribbean_fw fish,fw fish,Seafood,20,44,87,44
Belarus,East Europe and CIS,Other_fw fish,fw fish,Seafood,8760,19318,38027,19202
Belize,Central America,Central America_fw fish,fw fish,Seafood,47,104,204,103
Benin,Western Africa,Western Africa_fw fish,fw fish,Seafood,1425,3142,6186,3124
Bhutan,Middle East,Middle East_fw fish,fw fish,Seafood,135,298,587,297
Bolivia (Plurinational State of),South America,South America_fw fish,fw fish,Seafood,1400,3087,6077,3069
Brazil,South America,South America_fw fish,fw fish,Seafood,475976,1049651,2066212,1043358
Brunei Darussalam,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,6,14,27,14
Burkina Faso,Western Africa,Western Africa_fw fish,fw fish,Seafood,200,441,868,438
Burundi,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,165,364,716,362
Cote d'Ivoire,Western Africa,Western Africa_fw fish,fw fish,Seafood,2930,6461,12719,6423
Cambodia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,114965,253528,499063,252008
Cameroon,Central Africa,Central Africa_fw fish,fw fish,Seafood,840,1852,3646,1841
Central African Republic,Central Africa,Central Africa_fw fish,fw fish,Seafood,140,309,608,307
Chad,Central Africa,Central Africa_fw fish,fw fish,Seafood,3,7,13,7
Chile,South America,South America_fw fish,fw fish,Seafood,68664,151422,298070,150514
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,1632,3599,7085,3577
"China, mainland",China,China_fw fish,fw fish,Seafood,18600759,41019510,80745895,40773608
Colombia,South America,South America_fw fish,fw fish,Seafood,88990,196246,386306,195070
Congo,Central Africa,Central Africa_fw fish,fw fish,Seafood,134,296,582,294
Democratic Republic of the Congo,Central Africa,Central Africa_fw fish,fw fish,Seafood,2871,6331,12463,6293
Cook Islands,Island nation,Other_fw fish,fw fish,Seafood,2,4,9,4
Costa Rica,Central America,Central America_fw fish,fw fish,Seafood,23514,51854,102074,51544
Cuba,Caribbean,Caribbean_fw fish,fw fish,Seafood,7981,17600,34646,17495
Cyprus,Western Asia,Western Asia_fw fish,fw fish,Seafood,43,94,186,94
Czechoslovakia,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0
Dominica,Caribbean,Caribbean_fw fish,fw fish,Seafood,5,11,22,11
Dominican Republic,Caribbean,Caribbean_fw fish,fw fish,Seafood,1267,2793,5498,2776
Ecuador,South America,South America_fw fish,fw fish,Seafood,28202,62193,122425,61820
Egypt,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,228433,503754,991628,500734
El Salvador,Central America,Central America_fw fish,fw fish,Seafood,832,1835,3612,1824
Equatorial Guinea,Central Africa,Central Africa_fw fish,fw fish,Seafood,15,33,65,33
Ethiopia,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,86,189,371,187
Fiji,Island nation,Other_fw fish,fw fish,Seafood,170,375,738,373
French Guiana,South America,South America_fw fish,fw fish,Seafood,3,7,13,7
French Polynesia,Island nation,Other_fw fish,fw fish,Seafood,0,0,0,0
Gabon,Central Africa,Central Africa_fw fish,fw fish,Seafood,45,99,195,99
Gambia,Western Africa,Western Africa_fw fish,fw fish,Seafood,15,33,65,33
Georgia,Western Asia,Western Asia_fw fish,fw fish,Seafood,550,1213,2388,1206
Ghana,Western Africa,Western Africa_fw fish,fw fish,Seafood,38535,84980,167280,84470
Guadeloupe,Caribbean,Caribbean_fw fish,fw fish,Seafood,4,9,17,9
Guam,Island nation,Other_fw fish,fw fish,Seafood,70,154,304,153
Guatemala,Central America,Central America_fw fish,fw fish,Seafood,9550,21059,41454,20933
Guinea,Western Africa,Western Africa_fw fish,fw fish,Seafood,250,551,1085,548
Guyana,South America,South America_fw fish,fw fish,Seafood,137,302,595,301
Haiti,Caribbean,Caribbean_fw fish,fw fish,Seafood,1010,2227,4384,2214
Honduras,Central America,Central America_fw fish,fw fish,Seafood,29750,65606,129145,65213
India,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,4071080,8977790,17672558,8923970
Indonesia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,2857551,6301643,12404628,6263866
Iran (Islamic Republic of),Middle East,Middle East_fw fish,fw fish,Seafood,195301,430689,847802,428108
Iraq,Middle East,Middle East_fw fish,fw fish,Seafood,26359,58128,114424,57780
Israel,Middle East,Middle East_fw fish,fw fish,Seafood,16941,37359,73541,37135
Jamaica,Caribbean,Caribbean_fw fish,fw fish,Seafood,710,1566,3082,1556
Japan,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,33871,74694,147034,74247
Jordan,Western Asia,Western Asia_fw fish,fw fish,Seafood,680,1500,2952,1491
Kazakhstan,East Europe and CIS,Other_fw fish,fw fish,Seafood,408,900,1771,894
Kenya,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,24098,53142,104609,52824
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,4450,9813,19317,9755
Republic of Korea,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,17218,37970,74743,37743
Kyrgyzstan,East Europe and CIS,Other_fw fish,fw fish,Seafood,434,957,1884,951
Lao People's Democratic Republic,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,88310,194747,383354,193579
Lebanon,Middle East,Middle East_fw fish,fw fish,Seafood,1115,2459,4840,2444
Lesotho,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,901,1986,3909,1974
Liberia,Western Africa,Western Africa_fw fish,fw fish,Seafood,40,88,174,88
Libya,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,10,22,43,22
Madagascar,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,3773,8320,16379,8271
Malawi,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,4742,10456,20583,10394
Malaysia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,104957,231458,455619,230070
Mali,Western Africa,Western Africa_fw fish,fw fish,Seafood,1953,4307,8478,4281
Martinique,Caribbean,Caribbean_fw fish,fw fish,Seafood,6,13,26,13
Mauritius,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,70,154,304,153
Mexico,Central America,Central America_fw fish,fw fish,Seafood,83802,184806,363787,183698
Morocco,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,650,1433,2822,1425
Mozambique,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,1029,2269,4467,2256
Myanmar,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,879358,1939213,3817293,1927588
Namibia,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,65,143,282,142
Nepal,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,27835,61383,120832,61015
Nicaragua,Central America,Central America_fw fish,fw fish,Seafood,38,84,165,83
Niger,Western Africa,Western Africa_fw fish,fw fish,Seafood,329,726,1428,721
Nigeria,Western Africa,Western Africa_fw fish,fw fish,Seafood,313231,690756,1359736,686615
Oman,Middle East,Middle East_fw fish,fw fish,Seafood,5,12,23,12
Pakistan,Middle East,Middle East_fw fish,fw fish,Seafood,123444,272226,535870,270594
Occupied Palestinian Territory,Middle East,Middle East_fw fish,fw fish,Seafood,90,198,391,197
Panama,Central America,Central America_fw fish,fw fish,Seafood,262,577,1135,573
Papua New Guinea,Island nation,Other_fw fish,fw fish,Seafood,2135,4708,9268,4680
Paraguay,South America,South America_fw fish,fw fish,Seafood,7500,16539,32558,16440
Peru,South America,South America_fw fish,fw fish,Seafood,38605,85134,167584,84624
Philippines,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,299265,659957,1299109,656001
Puerto Rico,Central America,Central America_fw fish,fw fish,Seafood,8,18,35,18
Qatar,Middle East,Middle East_fw fish,fw fish,Seafood,56,123,243,123
R'union,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,60,132,260,132
Russian Federation,East Europe and CIS,Other_fw fish,fw fish,Seafood,115986,255779,503495,254246
Rwanda,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,1584,3493,6876,3472
Saint Lucia,Central America,Central America_fw fish,fw fish,Seafood,8,19,36,18
Samoa,Island nation,Other_fw fish,fw fish,Seafood,3,6,12,6
Saudi Arabia,Middle East,Middle East_fw fish,fw fish,Seafood,6060,13364,26306,13284
Senegal,Western Africa,Western Africa_fw fish,fw fish,Seafood,499,1100,2166,1094
Sierra Leone,Western Africa,Western Africa_fw fish,fw fish,Seafood,75,165,326,164
Singapore,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,482,1064,2094,1057
Solomon Islands,Island nation,Other_fw fish,fw fish,Seafood,2,4,9,4
South Africa,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,1750,3859,7597,3836
South Sudan,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,20,44,87,44
Sri Lanka,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,28734,63366,124734,62986
Sudan,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,2000,4411,8682,4384
Sudan,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,0,0,0,0
Suriname,South America,South America_fw fish,fw fish,Seafood,7,15,29,15
Swaziland,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,100,221,434,219
Syrian Arab Republic,Middle East,Middle East_fw fish,fw fish,Seafood,2998,6611,13014,6572
"China, Taiwan Province of",China,China_fw fish,fw fish,Seafood,113964,251319,494716,249813
Tajikistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,234,515,1014,512
United Republic of Tanzania,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,3011,6640,13071,6600
Thailand,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,394746,870518,1713592,865299
Timor-Leste,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,50,110,217,110
Togo,Western Africa,Western Africa_fw fish,fw fish,Seafood,25,55,109,55
Trinidad and Tobago,Caribbean,Caribbean_fw fish,fw fish,Seafood,5,11,23,11
Tunisia,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,1034,2280,4489,2267
Turkey,Middle East,Middle East_fw fish,fw fish,Seafood,108189,238585,469648,237155
Turkmenistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,15,33,65,33
Uganda,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,111023,244835,481951,243367
Ukraine,East Europe and CIS,Other_fw fish,fw fish,Seafood,12862,28364,55834,28194
Russian Federation,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0
United Arab Emirates,Middle East,Middle East_fw fish,fw fish,Seafood,148,326,642,324
Uruguay,South America,South America_fw fish,fw fish,Seafood,215,474,933,471
Uzbekistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,14669,32348,63676,32154
Vanuatu,Island nation,Other_fw fish,fw fish,Seafood,65,143,282,142
Venezuela (Bolivarian Republic of),South America,South America_fw fish,fw fish,Seafood,8224,18137,35702,18028
Viet Nam,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,2270155,5006282,9854743,4976271
Yugoslavia,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0
Zambia,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,19281,42520,83699,42265
Zimbabwe,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,10600,23376,46015,23236
Argentina,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0
Armenia,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,30,66,130,66
Bangladesh,Middle East,Southern Asia_fw crustacean,fw crustacean,Seafood,49499,108978,214875,108504
Barbados,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,1,1,2,1
Brazil,South America,South America_fw crustacean,fw crustacean,Seafood,100,220,434,219
Cambodia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,150,330,651,329
"China, mainland",China,China_fw crustacean,fw crustacean,Seafood,2559693,5635471,11111627,5610949
Colombia,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0
Costa Rica,Central America,Central America_fw crustacean,fw crustacean,Seafood,1,1,2,1
Dominica,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,1,2,4,2
Dominican Republic,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,16,35,69,35
El Salvador,Central America,Central America_fw crustacean,fw crustacean,Seafood,1,2,4,2
Fiji,Island nation,Other_fw crustacean,fw crustacean,Seafood,15,33,65,33
French Polynesia,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0
Guadeloupe,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,6,13,26,13
Guam,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0
Guyana,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0
India,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,8680,19110,37680,19027
Indonesia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,15283,33647,66344,33501
Iran (Islamic Republic of),Middle East,Middle East_fw crustacean,fw crustacean,Seafood,70,154,304,153
Republic of Korea,Eastern Asia,Eastern Asia_fw crustacean,fw crustacean,Seafood,39,86,169,85
Malaysia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,475,1045,2060,1040
Martinique,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,8,17,33,16
Mauritius,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,1,2,4,2
Mexico,Central America,Central America_fw crustacean,fw crustacean,Seafood,18,40,78,39
Myanmar,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,800,1761,3473,1754
Pakistan,Middle East,Middle East_fw crustacean,fw crustacean,Seafood,142,313,616,311
Panama,Central America,Central America_fw crustacean,fw crustacean,Seafood,4,8,15,8
Peru,South America,South America_fw crustacean,fw crustacean,Seafood,78,172,339,171
Philippines,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,9,20,39,20
Puerto Rico,Central America,Central America_fw crustacean,fw crustacean,Seafood,12,26,52,26
R'union,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,0,0,0,0
Russian Federation,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0
Saint Lucia,Central America,Central America_fw crustacean,fw crustacean,Seafood,7,16,31,16
Samoa,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0
South Africa,Southern Africa,Southern Africa_fw crustacean,fw crustacean,Seafood,5,11,22,11
Sri Lanka,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,72,159,313,158
Suriname,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0
"China, Taiwan Province of",China,China_fw crustacean,fw crustacean,Seafood,14509,31944,62984,31805
Thailand,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,16906,37221,73389,37059
Trinidad and Tobago,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,0,1,1,1
Ukraine,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,1,2,4,2
Vanuatu,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0
Viet Nam,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,5801,12772,25182,12716
Zimbabwe,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,0,0,0,0
Algeria,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0
Argentina,South America,South America_mollusc,mollusc,seafood,0,0,0,0
Brazil,South America,South America_mollusc,mollusc,seafood,0,0,0,0
Cambodia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Chile,South America,South America_mollusc,mollusc,seafood,0,0,0,0
"China, mainland",China,China_mollusc,mollusc,seafood,0,0,0,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0
Cook Islands,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Costa Rica,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0
Cuba,Caribbean,Caribbean_mollusc,mollusc,seafood,0,0,0,0
Dominican Republic,Caribbean,Caribbean_mollusc,mollusc,seafood,0,0,0,0
El Salvador,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0
Falkland Islands (Malvinas),South America,South America_mollusc,mollusc,seafood,0,0,0,0
Fiji,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
French Polynesia,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Gambia,Western Africa,Western Africa_mollusc,mollusc,seafood,0,0,0,0
India,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Indonesia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Japan,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0
Republic of Korea,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0
Malaysia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Mauritius,Eastern Africa,Eastern Africa_mollusc,mollusc,seafood,0,0,0,0
Mexico,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0
Micronesia (Federated States of),Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Morocco,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0
Namibia,Southern Africa,Southern Africa_mollusc,mollusc,seafood,0,0,0,0
Palau,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Peru,South America,South America_mollusc,mollusc,seafood,0,0,0,0
Philippines,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Puerto Rico,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0
Russian Federation,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0
Samoa,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Senegal,Western Africa,Western Africa_mollusc,mollusc,seafood,0,0,0,0
Seychelles,Eastern Africa,Eastern Africa_mollusc,mollusc,seafood,0,0,0,0
Singapore,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
South Africa,Southern Africa,Southern Africa_mollusc,mollusc,seafood,0,0,0,0
"China, Taiwan Province of",China,China_mollusc,mollusc,seafood,0,0,0,0
Thailand,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Tonga,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0
Tunisia,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0
Ukraine,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0
Russian Federation,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0
Venezuela (Bolivarian Republic of),South America,South America_mollusc,mollusc,seafood,0,0,0,0
Viet Nam,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0
Yugoslavia,East Europe and CIS,Other_mollusc,mollusc,seafood,0,0,0,0
